,permit_id,issued,cost,lat,lng
203,2017041243,2017-06-27,204460.0,36.159138,-86.866837
204,2017013387,2017-02-28,220569.0,36.19703,-86.725711
205,2017061609,2017-10-24,218090.0,36.237387,-86.653548
206,2017029188,2017-05-16,161765.0,36.195355,-86.773013
207,2017053362,2017-08-31,25000.0,36.153083,-86.79862299999999
208,2017063492,2017-09-29,8000.0,36.216396,-86.75578399999999
209,2017047610,2017-07-31,2000.0,36.162287,-86.814335
210,2017041796,2017-07-20,1275.0,35.984507,-86.620559
211,2017078440,2017-12-08,208853.0,36.177997,-86.757317
212,2017037769,2017-06-08,6500.0,36.147342,-86.850887
213,2017016968,2017-03-31,321015.0,36.167452000000004,-86.623174
214,2017008073,2017-02-15,15000.0,36.046152,-86.676242
215,2017069944,2017-10-31,25000.0,36.048556,-86.886588
216,2017055626,2017-10-04,3000.0,36.103079,-86.816396
217,2017025089,2017-07-07,75000.0,36.07415,-86.922363
218,2017034736,2017-05-25,73110.0,36.126536,-86.790397
219,2017026599,2017-07-14,475000.0,36.128966,-86.80275999999999
220,2017020218,2017-03-27,10.0,36.130154,-86.91413299999999
221,2017051917,2017-08-08,7500.0,36.192342,-86.800097
222,2017068398,2017-10-26,215049.0,36.030345000000004,-86.69742600000001
223,2017078958,2017-12-12,6413.0,36.157526000000004,-86.636142
224,2017033419,2017-06-19,5000.0,36.143901,-86.724726
225,2017050429,2017-08-21,53764.0,36.143803999999996,-86.81874499999999
226,2017060132,2017-09-18,2200.0,36.215032,-86.711254
227,2016066351,2017-02-06,2769500.0,36.092934,-86.703002
228,201622355,2017-03-30,136151.0,36.187982,-86.815498
229,2017018167,2017-05-02,268000.0,36.082952,-86.94411600000001
230,2017018405,2017-03-17,12000.0,36.126534,-86.746266
231,2017020655,2017-04-18,32446.0,36.121848,-86.796258
232,2017060405,2017-09-18,31000.0,36.053125,-86.60686899999999
233,2017013632,2017-12-11,51000.0,36.156409000000004,-86.806864
234,2017018935,2017-03-21,9500.0,36.245001,-86.640384
235,2016036245,2017-04-11,281625.0,36.137213,-86.791763
236,2017041355,2017-06-29,233749.0,36.148081,-86.87243000000001
